field_id,title,availability,stability,private,value_type,base_type,item_type,strata,instanced,arrayed,sexed,units,main_category,encoding_id,instance_id,instance_min,instance_max,array_min,array_max,notes,debut,version,num_participants,item_count,showcase_order,cost_do,cost_on,cost_sc
25050,Median z-statistic (in group-defined mask) for faces-shapes contrast,0,2,0,31,0,0,3,1,0,0,Z,106,0,2,2,3,0,0,Median z-statistic (in group-defined mask) for faces-shapes contrast (in task fMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,39064,42927,510,1,1,1
25052,Median BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast,0,2,0,31,0,0,3,1,0,0,percent,106,0,2,2,3,0,0,Median BOLD (blood-oxygen-level dependent) effect (in group-defined amygdala activation mask) for faces-shapes contrast (in task fMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,39064,42927,440,1,1,1
25054,Median z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast,0,2,0,31,0,0,3,1,0,0,Z,106,0,2,2,3,0,0,Median z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast (in task fMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,39064,42927,480,1,1,1
25056,Mean FA in middle cerebellar peduncle on FA skeleton,0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in middle cerebellar peduncle on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,330,1,1,1
25057,Mean FA in pontine crossing tract on FA skeleton,0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in pontine crossing tract on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,340,1,1,1
25058,Mean FA in genu of corpus callosum on FA skeleton,0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in genu of corpus callosum on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,280,1,1,1
25059,Mean FA in body of corpus callosum on FA skeleton,0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in body of corpus callosum on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,140,1,1,1
25060,Mean FA in splenium of corpus callosum on FA skeleton,0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in splenium of corpus callosum on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,450,1,1,1
25061,Mean FA in fornix on FA skeleton,0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in fornix on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,270,1,1,1
25062,Mean FA in corticospinal tract on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in corticospinal tract (right) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,220,1,1,1
25063,Mean FA in corticospinal tract on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in corticospinal tract (left) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,210,1,1,1
25064,Mean FA in medial lemniscus on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in medial lemniscus (right) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,320,1,1,1
25065,Mean FA in medial lemniscus on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in medial lemniscus (left) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,310,1,1,1
25066,Mean FA in inferior cerebellar peduncle on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in inferior cerebellar peduncle (right) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,300,1,1,1
25067,Mean FA in inferior cerebellar peduncle on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in inferior cerebellar peduncle (left) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,290,1,1,1
25068,Mean FA in superior cerebellar peduncle on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in superior cerebellar peduncle (right) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,470,1,1,1
25069,Mean FA in superior cerebellar peduncle on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in superior cerebellar peduncle (left) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,460,1,1,1
25070,Mean FA in cerebral peduncle on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in cerebral peduncle (right) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,160,1,1,1
25071,Mean FA in cerebral peduncle on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in cerebral peduncle (left) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,150,1,1,1
25072,Mean FA in anterior limb of internal capsule on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in anterior limb of internal capsule (right) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,130,1,1,1
25073,Mean FA in anterior limb of internal capsule on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in anterior limb of internal capsule (left) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,120,1,1,1
25074,Mean FA in posterior limb of internal capsule on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in posterior limb of internal capsule (right) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,380,1,1,1
25075,Mean FA in posterior limb of internal capsule on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in posterior limb of internal capsule (left) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,370,1,1,1
25076,Mean FA in retrolenticular part of internal capsule on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in retrolenticular part of internal capsule (right) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,420,1,1,1
25077,Mean FA in retrolenticular part of internal capsule on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in retrolenticular part of internal capsule (left) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,410,1,1,1
25078,Mean FA in anterior corona radiata on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in anterior corona radiata (right) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,110,1,1,1
25079,Mean FA in anterior corona radiata on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in anterior corona radiata (left) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,100,1,1,1
25080,Mean FA in superior corona radiata on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in superior corona radiata (right) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,490,1,1,1
25081,Mean FA in superior corona radiata on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in superior corona radiata (left) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,480,1,1,1
25082,Mean FA in posterior corona radiata on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in posterior corona radiata (right) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,360,1,1,1
25083,Mean FA in posterior corona radiata on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in posterior corona radiata (left) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,350,1,1,1
25084,Mean FA in posterior thalamic radiation on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in posterior thalamic radiation (right) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,400,1,1,1
25085,Mean FA in posterior thalamic radiation on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in posterior thalamic radiation (left) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,390,1,1,1
25086,Mean FA in sagittal stratum on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in sagittal stratum (right) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,440,1,1,1
25087,Mean FA in sagittal stratum on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in sagittal stratum (left) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,430,1,1,1
25088,Mean FA in external capsule on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in external capsule (right) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,240,1,1,1
25089,Mean FA in external capsule on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in external capsule (left) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,230,1,1,1
25090,Mean FA in cingulum cingulate gyrus on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in cingulum cingulate gyrus (right) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,180,1,1,1
25091,Mean FA in cingulum cingulate gyrus on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in cingulum cingulate gyrus (left) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,170,1,1,1
25092,Mean FA in cingulum hippocampus on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in cingulum hippocampus (right) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,200,1,1,1
25093,Mean FA in cingulum hippocampus on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in cingulum hippocampus (left) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,190,1,1,1
25094,Mean FA in fornix cres+stria terminalis on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in fornix cres+stria terminalis (right) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,260,1,1,1
25095,Mean FA in fornix cres+stria terminalis on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in fornix cres+stria terminalis (left) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,250,1,1,1
25096,Mean FA in superior longitudinal fasciculus on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in superior longitudinal fasciculus (right) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,530,1,1,1
25097,Mean FA in superior longitudinal fasciculus on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in superior longitudinal fasciculus (left) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,520,1,1,1
25098,Mean FA in superior fronto-occipital fasciculus on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in superior fronto-occipital fasciculus (right) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,510,1,1,1
25099,Mean FA in superior fronto-occipital fasciculus on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in superior fronto-occipital fasciculus (left) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,500,1,1,1
25100,Mean FA in uncinate fasciculus on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in uncinate fasciculus (right) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,570,1,1,1
25101,Mean FA in uncinate fasciculus on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in uncinate fasciculus (left) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,560,1,1,1
25102,Mean FA in tapetum on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in tapetum (right) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,550,1,1,1
25103,Mean FA in tapetum on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean FA (fractional anisotropy) in tapetum (left) on FA skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,540,1,1,1
25104,Mean MD in middle cerebellar peduncle on FA skeleton,0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in middle cerebellar peduncle on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3210,1,1,1
25105,Mean MD in pontine crossing tract on FA skeleton,0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in pontine crossing tract on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3220,1,1,1
25106,Mean MD in genu of corpus callosum on FA skeleton,0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in genu of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3160,1,1,1
25107,Mean MD in body of corpus callosum on FA skeleton,0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in body of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3020,1,1,1
25108,Mean MD in splenium of corpus callosum on FA skeleton,0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in splenium of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3330,1,1,1
25109,Mean MD in fornix on FA skeleton,0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in fornix on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3150,1,1,1
25110,Mean MD in corticospinal tract on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in corticospinal tract (right) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3100,1,1,1
25111,Mean MD in corticospinal tract on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in corticospinal tract (left) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3090,1,1,1
25112,Mean MD in medial lemniscus on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in medial lemniscus (right) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3200,1,1,1
25113,Mean MD in medial lemniscus on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in medial lemniscus (left) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3190,1,1,1
25114,Mean MD in inferior cerebellar peduncle on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in inferior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3180,1,1,1
25115,Mean MD in inferior cerebellar peduncle on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in inferior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3170,1,1,1
25116,Mean MD in superior cerebellar peduncle on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in superior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3350,1,1,1
25117,Mean MD in superior cerebellar peduncle on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in superior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3340,1,1,1
25118,Mean MD in cerebral peduncle on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in cerebral peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3040,1,1,1
25119,Mean MD in cerebral peduncle on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in cerebral peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3030,1,1,1
25120,Mean MD in anterior limb of internal capsule on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in anterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3010,1,1,1
25121,Mean MD in anterior limb of internal capsule on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in anterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3000,1,1,1
25122,Mean MD in posterior limb of internal capsule on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in posterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3260,1,1,1
25123,Mean MD in posterior limb of internal capsule on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in posterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3250,1,1,1
25124,Mean MD in retrolenticular part of internal capsule on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in retrolenticular part of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3300,1,1,1
25125,Mean MD in retrolenticular part of internal capsule on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in retrolenticular part of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3290,1,1,1
25126,Mean MD in anterior corona radiata on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in anterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,2990,1,1,1
25127,Mean MD in anterior corona radiata on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in anterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,2980,1,1,1
25128,Mean MD in superior corona radiata on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in superior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3370,1,1,1
25129,Mean MD in superior corona radiata on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in superior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3360,1,1,1
25130,Mean MD in posterior corona radiata on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in posterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3240,1,1,1
25131,Mean MD in posterior corona radiata on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in posterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3230,1,1,1
25132,Mean MD in posterior thalamic radiation on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in posterior thalamic radiation (right) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3280,1,1,1
25133,Mean MD in posterior thalamic radiation on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in posterior thalamic radiation (left) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3270,1,1,1
25134,Mean MD in sagittal stratum on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in sagittal stratum (right) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3320,1,1,1
25135,Mean MD in sagittal stratum on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in sagittal stratum (left) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3310,1,1,1
25136,Mean MD in external capsule on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in external capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3120,1,1,1
25137,Mean MD in external capsule on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in external capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3110,1,1,1
25138,Mean MD in cingulum cingulate gyrus on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in cingulum cingulate gyrus (right) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3060,1,1,1
25139,Mean MD in cingulum cingulate gyrus on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in cingulum cingulate gyrus (left) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3050,1,1,1
25140,Mean MD in cingulum hippocampus on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in cingulum hippocampus (right) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3080,1,1,1
25141,Mean MD in cingulum hippocampus on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in cingulum hippocampus (left) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3070,1,1,1
25142,Mean MD in fornix cres+stria terminalis on FA skeleton (right),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in fornix cres+stria terminalis (right) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3140,1,1,1
25143,Mean MD in fornix cres+stria terminalis on FA skeleton (left),0,2,0,31,0,0,3,1,0,0,AU,134,0,2,2,3,0,0,Mean MD (mean diffusivity) in fornix cres+stria terminalis (left) on FA (fractional anisotropy) skeleton (from dMRI data),2015-10-09T00:00:00,2023-02-27T00:00:00,44317,48846,3130,1,1,1
